trip_id,trip_start_timestamp,trip_end_timestamp,driver_id,driver_name,source_location_address1,source_city,source_province_state,source_country,destination_location_address1,destination_city,destination_province_state,destination_country,total_distance,total_fare,trip_status,delay_start_time_mins,payment_method,payment_Status,customer_id,customer_name
998,2023-02-25T07:17:52.9070000,2023-02-25T09:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,162,800,Completed,4,Wallet,Completed,1,ABC37
999,2023-02-25T09:17:52.9070000,2023-02-25T11:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,390,371,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,2,ABC38
1000,2023-02-25T11:17:52.9070000,2023-02-25T13:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,287,1250,Completed,3,Cash,Cleared,3,ABC39
1001,2023-02-25T13:17:52.9070000,2023-02-25T15:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,156,973,Completed,0,Wallet,Completed,4,ABC0
1002,2023-02-25T15:17:52.9070000,2023-02-25T17:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,158,1518,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,5,ABC1
1003,2023-02-25T17:17:52.9070000,2023-02-25T19:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,187,963,Completed,1,Cash,Cleared,6,ABC2
1004,2023-02-25T19:17:52.9070000,2023-02-25T21:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,104,795,Completed,4,Wallet,Completed,7,ABC3
1005,2023-02-25T21:17:52.9070000,2023-02-25T23:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,62,182,Completed,3,Cash,Cleared,8,ABC4
1006,2023-02-25T23:17:52.9070000,2023-02-26T01:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,81,306,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,9,ABC5
1007,2023-02-26T01:17:52.9070000,2023-02-26T03:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,125,278,Completed,8,Wallet,Completed,10,ABC6
1008,2023-02-26T03:17:52.9070000,2023-02-26T05:17:52.9070000,A8,Aarav,,Hyderabad,TS,India,,Tirupathi,AP,India,258,882,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,11,ABC7
1009,2023-02-26T05:17:52.9070000,2023-02-26T07:17:52.9070000,A9,Sadru,,Chennai,TN,India,,Tanjavur,TN,India,121,194,Completed,2,Cash,Cleared,12,ABC8
1010,2023-02-26T07:17:52.9070000,2023-02-26T09:17:52.9070000,A10,Amith,,Amritsar,Punjab,India,,Delhi,NCR,India,396,266,Completed,2,Wallet,Completed,13,ABC9
1011,2023-02-26T09:17:52.9070000,2023-02-26T11:17:52.9070000,A11,Ajay,,Kanchipuram,TN,India,,Madurai,TN,India,173,322,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,14,ABC10
1012,2023-02-26T11:17:52.9070000,2023-02-26T13:17:52.9070000,A12,Nihal,,Udupi,KN,India,,Bangalore,KN,India,378,1575,Completed,0,Cash,Cleared,15,ABC11
1013,2023-02-26T13:17:52.9070000,2023-02-26T15:17:52.9070000,A13,Saatvik,,Indore,MP,India,,Bhopal,MP,India,400,424,Completed,1,Wallet,Completed,16,ABC12
1014,2023-02-26T15:17:52.9070000,2023-02-26T17:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,247,1838,Completed,2,Wallet,Completed,17,ABC13
1015,2023-02-26T17:17:52.9070000,2023-02-26T19:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,203,340,Completed,6,Wallet,Completed,18,ABC14
1016,2023-02-26T19:17:52.9070000,2023-02-26T21:17:52.9070000,A16,Stephen,,Kochi,TN,India,,Coimbatore,TN,India,380,1143,Completed,7,Wallet,Completed,19,ABC15
1017,2023-02-26T21:17:52.9070000,2023-02-26T23:17:52.9070000,A17,Steves,,Coimbatore,TN,India,,Salem,TN,India,237,1995,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,20,ABC16
1018,2023-02-26T23:17:52.9070000,2023-02-27T01:17:52.9070000,A18,Akash,,Tanjavor,TN,India,,Trichy,TN,India,198,863,Completed,4,Wallet,Completed,21,ABC17
1019,2023-02-27T01:17:52.9070000,2023-02-27T03:17:52.9070000,A19,Nihit,,Coimbatore,TN,India,,Chennai,TN,India,383,562,Completed,8,Credit/Online Banking,Confirmation awaiting from third party,22,ABC18
1020,2023-02-27T03:17:52.9070000,2023-02-27T05:17:52.9070000,A20,Vishal,,Hosur,KN,India,,Salem,TN,India,274,760,Completed,6,Wallet,Completed,23,ABC19
1021,2023-02-27T05:17:52.9070000,2023-02-27T07:17:52.9070000,A21,Arun,,Vijayawada,AP,India,,Hyderabad,TS,India,150,743,Completed,5,Wallet,Completed,24,ABC20
1022,2023-02-27T07:17:52.9070000,2023-02-27T09:17:52.9070000,A22,Ganesh,,Agra,UP,India,,Delhi,NCR,India,294,1457,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,25,ABC21
1023,2023-02-27T09:17:52.9070000,2023-02-27T11:17:52.9070000,A23,Dhruv,,Salem,TN,India,,Chennai,TN,India,396,322,Completed,1,Cash,Cleared,26,ABC22
1024,2023-02-27T11:17:52.9070000,2023-02-27T13:17:52.9070000,A24,Kumar,,Trichy,TN,India,,Madurai,TN,India,167,1170,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,27,ABC23
1025,2023-02-27T13:17:52.9070000,2023-02-27T15:17:52.9070000,A25,Gopal,,Chennai,TN,India,,Bangalore,KN,India,96,987,Completed,7,Credit/Online Banking,Confirmation awaiting from third party,28,ABC24
1026,2023-02-27T15:17:52.9070000,2023-02-27T17:17:52.9070000,A26,Akhil,,Kolkata,WB,India,,Agra,UP,India,219,1201,Completed,8,Credit/Online Banking,Confirmation awaiting from third party,29,ABC25
1027,2023-02-27T17:17:52.9070000,2023-02-27T19:17:52.9070000,A27,Hima,,Mumbai,MH,India,,"Delhi ",NCR,India,396,1186,Completed,7,Cash,Cleared,30,ABC26
1028,2023-02-27T19:17:52.9070000,2023-02-27T21:17:52.9070000,A28,Jack,,Tirupathi,AP,India,,Hyderabad,TS,India,181,1648,Completed,8,Cash,Cleared,31,ABC27
1029,2023-02-27T21:17:52.9070000,2023-02-27T23:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,204,386,Completed,3,Wallet,Completed,32,ABC28
1030,2023-02-27T23:17:52.9070000,2023-02-28T01:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,307,539,Completed,6,Cash,Cleared,33,ABC29
1031,2023-02-28T01:17:52.9070000,2023-02-28T03:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,181,1557,Completed,4,Cash,Cleared,34,ABC30
1032,2023-02-28T03:17:52.9070000,2023-02-28T05:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,107,237,Completed,8,Cash,Cleared,35,ABC31
1033,2023-02-28T05:17:52.9070000,2023-02-28T07:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,211,802,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,36,ABC32
1034,2023-02-28T07:17:52.9070000,2023-02-28T09:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,117,1381,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,37,ABC33
1035,2023-02-28T09:17:52.9070000,2023-02-28T11:17:52.9070000,A35,Surya,,Bangalore,KN,India,,Hosur,KN,India,374,1804,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,38,ABC34
1036,2023-02-28T11:17:52.9070000,2023-02-28T13:17:52.9070000,A36,Kapil,,Coimbatore,TN,India,,Kochi,TN,India,155,1707,Completed,7,Cash,Cleared,39,ABC35
1037,2023-02-28T13:17:52.9070000,2023-02-28T15:17:52.9070000,A37,Suresh,,Salem,TN,India,,Coimbatore,TN,India,188,415,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,0,ABC36
1038,2023-02-28T15:17:52.9070000,2023-02-28T17:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,217,1206,Completed,2,Wallet,Completed,1,ABC37
1039,2023-02-28T17:17:52.9070000,2023-02-28T19:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,141,1901,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,2,ABC38
1040,2023-02-28T19:17:52.9070000,2023-02-28T21:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,194,1451,Completed,8,Wallet,Completed,3,ABC39
1041,2023-02-28T21:17:52.9070000,2023-02-28T23:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,319,1780,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,4,ABC0
1042,2023-02-28T23:17:52.9070000,2023-03-01T01:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,318,1847,Completed,10,Wallet,Completed,5,ABC1
1043,2023-03-01T01:17:52.9070000,2023-03-01T03:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,104,1995,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,6,ABC2
1044,2023-03-01T03:17:52.9070000,2023-03-01T05:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,93,753,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,7,ABC3
1045,2023-03-01T05:17:52.9070000,2023-03-01T07:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,59,1407,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,8,ABC4
1046,2023-03-01T07:17:52.9070000,2023-03-01T09:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,157,604,Completed,2,Wallet,Completed,9,ABC5
1047,2023-03-01T09:17:52.9070000,2023-03-01T11:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,247,1445,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,10,ABC6
1048,2023-03-01T11:17:52.9070000,2023-03-01T13:17:52.9070000,A8,Aarav,,Hyderabad,TS,India,,Tirupathi,AP,India,100,729,Completed,4,Wallet,Completed,11,ABC7
1049,2023-03-01T13:17:52.9070000,2023-03-01T15:17:52.9070000,A9,Sadru,,Chennai,TN,India,,Tanjavur,TN,India,318,365,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,12,ABC8
1050,2023-03-01T15:17:52.9070000,2023-03-01T17:17:52.9070000,A10,Amith,,Amritsar,Punjab,India,,Delhi,NCR,India,94,219,Completed,10,Cash,Cleared,13,ABC9
1051,2023-03-01T17:17:52.9070000,2023-03-01T19:17:52.9070000,A11,Ajay,,Kanchipuram,TN,India,,Madurai,TN,India,231,1158,Completed,10,Wallet,Completed,14,ABC10
1052,2023-03-01T19:17:52.9070000,2023-03-01T21:17:52.9070000,A12,Nihal,,Udupi,KN,India,,Bangalore,KN,India,65,507,Completed,4,Wallet,Completed,15,ABC11
1053,2023-03-01T21:17:52.9070000,2023-03-01T23:17:52.9070000,A13,Saatvik,,Indore,MP,India,,Bhopal,MP,India,383,976,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,16,ABC12
1054,2023-03-01T23:17:52.9070000,2023-03-02T01:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,249,1939,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,17,ABC13
1055,2023-03-02T01:17:52.9070000,2023-03-02T03:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,374,1770,Completed,4,Wallet,Completed,18,ABC14
1056,2023-03-02T03:17:52.9070000,2023-03-02T05:17:52.9070000,A16,Stephen,,Kochi,TN,India,,Coimbatore,TN,India,225,1218,Completed,1,Wallet,Completed,19,ABC15
1057,2023-03-02T05:17:52.9070000,2023-03-02T07:17:52.9070000,A17,Steves,,Coimbatore,TN,India,,Salem,TN,India,85,461,Completed,7,Cash,Cleared,20,ABC16
1058,2023-03-02T07:17:52.9070000,2023-03-02T09:17:52.9070000,A18,Akash,,Tanjavor,TN,India,,Trichy,TN,India,209,720,Completed,2,Cash,Cleared,21,ABC17
1059,2023-03-02T09:17:52.9070000,2023-03-02T11:17:52.9070000,A19,Nihit,,Coimbatore,TN,India,,Chennai,TN,India,94,1301,Completed,10,Cash,Cleared,22,ABC18
1060,2023-03-02T11:17:52.9070000,2023-03-02T13:17:52.9070000,A20,Vishal,,Hosur,KN,India,,Salem,TN,India,144,1081,Completed,1,Wallet,Completed,23,ABC19
1061,2023-03-02T13:17:52.9070000,2023-03-02T15:17:52.9070000,A21,Arun,,Vijayawada,AP,India,,Hyderabad,TS,India,295,1172,Completed,6,Credit/Online Banking,Confirmation awaiting from third party,24,ABC20
1062,2023-03-02T15:17:52.9070000,2023-03-02T17:17:52.9070000,A22,Ganesh,,Agra,UP,India,,Delhi,NCR,India,265,284,Completed,3,Cash,Cleared,25,ABC21
1063,2023-03-02T17:17:52.9070000,2023-03-02T19:17:52.9070000,A23,Dhruv,,Salem,TN,India,,Chennai,TN,India,50,1563,Completed,6,Wallet,Completed,26,ABC22
1064,2023-03-02T19:17:52.9070000,2023-03-02T21:17:52.9070000,A24,Kumar,,Trichy,TN,India,,Madurai,TN,India,353,1959,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,27,ABC23
1065,2023-03-02T21:17:52.9070000,2023-03-02T23:17:52.9070000,A25,Gopal,,Chennai,TN,India,,Bangalore,KN,India,331,1290,Completed,2,Wallet,Completed,28,ABC24
1066,2023-03-02T23:17:52.9070000,2023-03-03T01:17:52.9070000,A26,Akhil,,Kolkata,WB,India,,Agra,UP,India,53,1563,Completed,4,Wallet,Completed,29,ABC25
1067,2023-03-03T01:17:52.9070000,2023-03-03T03:17:52.9070000,A27,Hima,,Mumbai,MH,India,,"Delhi ",NCR,India,58,1760,Completed,2,Wallet,Completed,30,ABC26
1068,2023-03-03T03:17:52.9070000,2023-03-03T05:17:52.9070000,A28,Jack,,Tirupathi,AP,India,,Hyderabad,TS,India,191,1667,Completed,3,Cash,Cleared,31,ABC27
1069,2023-03-03T05:17:52.9070000,2023-03-03T07:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,342,1301,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,32,ABC28
1070,2023-03-03T07:17:52.9070000,2023-03-03T09:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,360,1113,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,33,ABC29
1071,2023-03-03T09:17:52.9070000,2023-03-03T11:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,50,159,Completed,7,Credit/Online Banking,Confirmation awaiting from third party,34,ABC30
1072,2023-03-03T11:17:52.9070000,2023-03-03T13:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,277,355,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,35,ABC31
1073,2023-03-03T13:17:52.9070000,2023-03-03T15:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,157,333,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,36,ABC32
1074,2023-03-03T15:17:52.9070000,2023-03-03T17:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,136,820,Completed,6,Cash,Cleared,37,ABC33
1075,2023-03-03T17:17:52.9070000,2023-03-03T19:17:52.9070000,A35,Surya,,Bangalore,KN,India,,Hosur,KN,India,332,1944,Completed,9,Wallet,Completed,38,ABC34
1076,2023-03-03T19:17:52.9070000,2023-03-03T21:17:52.9070000,A36,Kapil,,Coimbatore,TN,India,,Kochi,TN,India,69,1037,Completed,1,Wallet,Completed,39,ABC35
1077,2023-03-03T21:17:52.9070000,2023-03-03T23:17:52.9070000,A37,Suresh,,Salem,TN,India,,Coimbatore,TN,India,355,266,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,0,ABC36
1078,2023-03-03T23:17:52.9070000,2023-03-04T01:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,65,1540,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,1,ABC37
1079,2023-03-04T01:17:52.9070000,2023-03-04T03:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,339,293,Completed,10,Wallet,Completed,2,ABC38
1080,2023-03-04T03:17:52.9070000,2023-03-04T05:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,209,66,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,3,ABC39
1081,2023-03-04T05:17:52.9070000,2023-03-04T07:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,353,394,Completed,7,Cash,Cleared,4,ABC0
1082,2023-03-04T07:17:52.9070000,2023-03-04T09:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,342,898,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,5,ABC1
1083,2023-03-04T09:17:52.9070000,2023-03-04T11:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,52,1329,Completed,6,Wallet,Completed,6,ABC2
1084,2023-03-04T11:17:52.9070000,2023-03-04T13:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,93,359,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,7,ABC3
1085,2023-03-04T13:17:52.9070000,2023-03-04T15:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,175,1912,Completed,8,Wallet,Completed,8,ABC4
1086,2023-03-04T15:17:52.9070000,2023-03-04T17:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,201,966,Completed,7,Wallet,Completed,9,ABC5
1087,2023-03-04T17:17:52.9070000,2023-03-04T19:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,220,475,Completed,6,Cash,Cleared,10,ABC6
1088,2023-03-04T19:17:52.9070000,2023-03-04T21:17:52.9070000,A8,Aarav,,Hyderabad,TS,India,,Tirupathi,AP,India,226,594,Completed,0,Wallet,Completed,11,ABC7
1089,2023-03-04T21:17:52.9070000,2023-03-04T23:17:52.9070000,A9,Sadru,,Chennai,TN,India,,Tanjavur,TN,India,289,328,Completed,6,Cash,Cleared,12,ABC8
1090,2023-03-04T23:17:52.9070000,2023-03-05T01:17:52.9070000,A10,Amith,,Amritsar,Punjab,India,,Delhi,NCR,India,72,1768,Completed,7,Cash,Cleared,13,ABC9
1091,2023-03-05T01:17:52.9070000,2023-03-05T03:17:52.9070000,A11,Ajay,,Kanchipuram,TN,India,,Madurai,TN,India,328,1866,Completed,9,Wallet,Completed,14,ABC10
1092,2023-03-05T03:17:52.9070000,2023-03-05T05:17:52.9070000,A12,Nihal,,Udupi,KN,India,,Bangalore,KN,India,230,1388,Completed,8,Wallet,Completed,15,ABC11
1093,2023-03-05T05:17:52.9070000,2023-03-05T07:17:52.9070000,A13,Saatvik,,Indore,MP,India,,Bhopal,MP,India,135,1238,Completed,7,Credit/Online Banking,Confirmation awaiting from third party,16,ABC12
1094,2023-03-05T07:17:52.9070000,2023-03-05T09:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,373,844,Completed,9,Cash,Cleared,17,ABC13
1095,2023-03-05T09:17:52.9070000,2023-03-05T11:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,330,680,Completed,6,Wallet,Completed,18,ABC14
1096,2023-03-05T11:17:52.9070000,2023-03-05T13:17:52.9070000,A16,Stephen,,Kochi,TN,India,,Coimbatore,TN,India,364,687,Completed,9,Cash,Cleared,19,ABC15
1097,2023-03-05T13:17:52.9070000,2023-03-05T15:17:52.9070000,A17,Steves,,Coimbatore,TN,India,,Salem,TN,India,89,547,Completed,2,Wallet,Completed,20,ABC16
1098,2023-03-05T15:17:52.9070000,2023-03-05T17:17:52.9070000,A18,Akash,,Tanjavor,TN,India,,Trichy,TN,India,57,63,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,21,ABC17
1099,2023-03-05T17:17:52.9070000,2023-03-05T19:17:52.9070000,A19,Nihit,,Coimbatore,TN,India,,Chennai,TN,India,333,666,Completed,1,Cash,Cleared,22,ABC18
1100,2023-03-05T19:17:52.9070000,2023-03-05T21:17:52.9070000,A20,Vishal,,Hosur,KN,India,,Salem,TN,India,349,1935,Completed,9,Cash,Cleared,23,ABC19
1101,2023-03-05T21:17:52.9070000,2023-03-05T23:17:52.9070000,A21,Arun,,Vijayawada,AP,India,,Hyderabad,TS,India,325,960,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,24,ABC20
1102,2023-03-05T23:17:52.9070000,2023-03-06T01:17:52.9070000,A22,Ganesh,,Agra,UP,India,,Delhi,NCR,India,153,1757,Completed,2,Wallet,Completed,25,ABC21
1103,2023-03-06T01:17:52.9070000,2023-03-06T03:17:52.9070000,A23,Dhruv,,Salem,TN,India,,Chennai,TN,India,358,1220,Completed,1,Cash,Cleared,26,ABC22
1104,2023-03-06T03:17:52.9070000,2023-03-06T05:17:52.9070000,A24,Kumar,,Trichy,TN,India,,Madurai,TN,India,331,829,Completed,0,Wallet,Completed,27,ABC23
1105,2023-03-06T05:17:52.9070000,2023-03-06T07:17:52.9070000,A25,Gopal,,Chennai,TN,India,,Bangalore,KN,India,80,212,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,28,ABC24
1106,2023-03-06T07:17:52.9070000,2023-03-06T09:17:52.9070000,A26,Akhil,,Kolkata,WB,India,,Agra,UP,India,74,663,Completed,9,Wallet,Completed,29,ABC25
1107,2023-03-06T09:17:52.9070000,2023-03-06T11:17:52.9070000,A27,Hima,,Mumbai,MH,India,,"Delhi ",NCR,India,97,1020,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,30,ABC26
1108,2023-03-06T11:17:52.9070000,2023-03-06T13:17:52.9070000,A28,Jack,,Tirupathi,AP,India,,Hyderabad,TS,India,286,1202,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,31,ABC27
1109,2023-03-06T13:17:52.9070000,2023-03-06T15:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,232,1298,Completed,4,Cash,Cleared,32,ABC28
1110,2023-03-06T15:17:52.9070000,2023-03-06T17:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,215,1412,Completed,2,Cash,Cleared,33,ABC29
1111,2023-03-06T17:17:52.9070000,2023-03-06T19:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,250,1977,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,34,ABC30
1112,2023-03-06T19:17:52.9070000,2023-03-06T21:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,232,1286,Completed,6,Wallet,Completed,35,ABC31
1113,2023-03-06T21:17:52.9070000,2023-03-06T23:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,290,18,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,36,ABC32
1114,2023-03-06T23:17:52.9070000,2023-03-07T01:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,123,1335,Completed,5,Wallet,Completed,37,ABC33
1115,2023-03-07T01:17:52.9070000,2023-03-07T03:17:52.9070000,A35,Surya,,Bangalore,KN,India,,Hosur,KN,India,225,191,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,38,ABC34
1116,2023-03-07T03:17:52.9070000,2023-03-07T05:17:52.9070000,A36,Kapil,,Coimbatore,TN,India,,Kochi,TN,India,298,1150,Completed,8,Cash,Cleared,39,ABC35
1117,2023-03-07T05:17:52.9070000,2023-03-07T07:17:52.9070000,A37,Suresh,,Salem,TN,India,,Coimbatore,TN,India,61,1595,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,0,ABC36
1118,2023-03-07T07:17:52.9070000,2023-03-07T09:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,181,1362,Completed,0,Cash,Cleared,1,ABC37
1119,2023-03-07T09:17:52.9070000,2023-03-07T11:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,383,930,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,2,ABC38
1120,2023-03-07T11:17:52.9070000,2023-03-07T13:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,389,104,Completed,7,Credit/Online Banking,Confirmation awaiting from third party,3,ABC39
1121,2023-03-07T13:17:52.9070000,2023-03-07T15:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,263,661,Completed,4,Wallet,Completed,4,ABC0
1122,2023-03-07T15:17:52.9070000,2023-03-07T17:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,64,1405,Completed,9,Wallet,Completed,5,ABC1
1123,2023-03-07T17:17:52.9070000,2023-03-07T19:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,376,531,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,6,ABC2
1124,2023-03-07T19:17:52.9070000,2023-03-07T21:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,294,1804,Completed,2,Cash,Cleared,7,ABC3
1125,2023-03-07T21:17:52.9070000,2023-03-07T23:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,330,1763,Completed,10,Cash,Cleared,8,ABC4
1126,2023-03-07T23:17:52.9070000,2023-03-08T01:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,103,398,Completed,8,Credit/Online Banking,Confirmation awaiting from third party,9,ABC5
1127,2023-03-08T01:17:52.9070000,2023-03-08T03:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,341,1267,Completed,6,Wallet,Completed,10,ABC6
1128,2023-03-08T03:17:52.9070000,2023-03-08T05:17:52.9070000,A8,Aarav,,Hyderabad,TS,India,,Tirupathi,AP,India,340,950,Completed,7,Wallet,Completed,11,ABC7
1129,2023-03-08T05:17:52.9070000,2023-03-08T07:17:52.9070000,A9,Sadru,,Chennai,TN,India,,Tanjavur,TN,India,362,1090,Completed,2,Wallet,Completed,12,ABC8
1130,2023-03-08T07:17:52.9070000,2023-03-08T09:17:52.9070000,A10,Amith,,Amritsar,Punjab,India,,Delhi,NCR,India,384,130,Completed,10,Cash,Cleared,13,ABC9
1131,2023-03-08T09:17:52.9070000,2023-03-08T11:17:52.9070000,A11,Ajay,,Kanchipuram,TN,India,,Madurai,TN,India,291,1860,Completed,8,Cash,Cleared,14,ABC10
1132,2023-03-08T11:17:52.9070000,2023-03-08T13:17:52.9070000,A12,Nihal,,Udupi,KN,India,,Bangalore,KN,India,100,1492,Completed,6,Wallet,Completed,15,ABC11
1133,2023-03-08T13:17:52.9070000,2023-03-08T15:17:52.9070000,A13,Saatvik,,Indore,MP,India,,Bhopal,MP,India,316,736,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,16,ABC12
1134,2023-03-08T15:17:52.9070000,2023-03-08T17:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,135,1870,Completed,6,Cash,Cleared,17,ABC13
1135,2023-03-08T17:17:52.9070000,2023-03-08T19:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,208,787,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,18,ABC14
